trafficlevelclass,roadside_environment,year,month,week,weekday,time,daylight,deceased,serious_injuries,minor_injuries,totally_injured,vehicles_involved,roadway_type,atmospheric_conditions,road_surface_conditions,lane_direction_marking,lane_divider,left_edge_line,right_edge_line,left_barrier,right_barrier,road_width,straighness,road_narrowness,right_turn,left_turn,sequential_turns,road_gradient,vehicle_type,vehicle_year,mechanical_check,gender,age_class,severity,blackspot
1.0,2.0,2016.0,11.0,46.0,5.0,19.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,7.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2007.0,1.0,1.0,2.0,2.0,0
1.0,1.0,2014.0,8.0,31.0,3.0,18.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,22.0,2003.0,9.0,1.0,1.0,3.0,0
1.0,2.0,2016.0,2.0,9.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,8.1,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2005.0,1.0,1.0,2.0,3.0,0
1.0,2.0,2017.0,7.0,27.0,2.0,18.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,13.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,8.15,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2005.0,1.0,1.0,2.0,1.0,0
1.0,2.0,2016.0,6.0,24.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,8.8,1.0,2.0,0.0,0.0,0.0,2.0,1.0,1994.0,9.0,1.0,2.0,1.0,0
1.0,1.0,2014.0,7.0,27.0,7.0,22.0,2.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,8.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1992.0,9.0,1.0,2.0,0.0,0
1.0,2.0,2017.0,3.0,13.0,1.0,20.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,5.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1992.0,2.0,1.0,3.0,3.0,0
1.0,2.0,2018.0,7.0,29.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,8.0,2.0,2.0,0.0,1.0,0.0,0.0,24.0,1995.0,9.0,1.0,2.0,1.0,0
1.0,2.0,2014.0,7.0,28.0,7.0,14.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,6.7,1.0,2.0,0.0,0.0,0.0,0.0,6.0,2007.0,1.0,1.0,1.0,0.0,0
1.0,1.0,2018.0,11.0,47.0,2.0,17.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,7.5,1.0,2.0,0.0,0.0,0.0,0.0,6.0,2006.0,1.0,1.0,3.0,0.0,0
1.0,1.0,2014.0,2.0,8.0,5.0,18.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,26.0,2004.0,9.0,1.0,2.0,1.0,0
2.0,1.0,2014.0,11.0,46.0,7.0,21.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2008.0,1.0,1.0,2.0,0.0,1
2.0,2.0,2015.0,11.0,48.0,2.0,14.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2002.0,1.0,2.0,2.0,0.0,1
2.0,2.0,2017.0,10.0,42.0,1.0,6.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,8.5,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2005.0,3.0,1.0,2.0,0.0,0
2.0,2.0,2015.0,1.0,1.0,1.0,17.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,7.8,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2006.0,1.0,1.0,3.0,0.0,0
2.0,1.0,2014.0,6.0,23.0,5.0,16.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1996.0,9.0,2.0,3.0,0.0,0
2.0,1.0,2016.0,11.0,48.0,7.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,7.6,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2006.0,1.0,1.0,2.0,1.0,0
2.0,1.0,2014.0,3.0,12.0,6.0,23.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
2.0,2.0,2015.0,3.0,11.0,2.0,22.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2008.0,1.0,1.0,2.0,3.0,0
2.0,2.0,2017.0,10.0,43.0,2.0,14.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,6.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,5.6,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2001.0,1.0,1.0,3.0,1.0,0
2.0,2.0,2015.0,3.0,10.0,5.0,21.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2014.0,1.0,1.0,2.0,3.0,0
2.0,2.0,2015.0,7.0,31.0,5.0,21.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1994.0,1.0,1.0,3.0,2.0,0
2.0,2.0,2015.0,7.0,27.0,1.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,13.0,1.0,2.0,0.0,0.0,0.0,0.0,26.0,2004.0,9.0,1.0,2.0,3.0,1
2.0,2.0,2018.0,5.0,20.0,5.0,20.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1990.0,1.0,1.0,2.0,1.0,1
2.0,2.0,2015.0,7.0,29.0,1.0,20.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2007.0,9.0,1.0,2.0,0.0,1
2.0,2.0,2015.0,7.0,31.0,6.0,16.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,9.0,2.0,2.0,0.0,1.0,0.0,0.0,28.0,0.0,9.0,1.0,2.0,0.0,1
2.0,2.0,2016.0,11.0,47.0,6.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2001.0,1.0,1.0,2.0,3.0,1
2.0,1.0,2015.0,8.0,35.0,1.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1998.0,1.0,1.0,1.0,3.0,1
2.0,2.0,2015.0,3.0,10.0,5.0,20.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,8.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2004.0,1.0,1.0,3.0,3.0,0
2.0,2.0,2016.0,4.0,14.0,3.0,15.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,6.6,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2006.0,1.0,1.0,2.0,3.0,1
2.0,2.0,2018.0,10.0,42.0,1.0,13.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,2004.0,1.0,1.0,2.0,3.0,1
2.0,2.0,2016.0,8.0,34.0,7.0,19.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,2008.0,1.0,1.0,3.0,0.0,0
2.0,2.0,2016.0,12.0,52.0,5.0,21.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,7.4,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2014.0,9.0,1.0,3.0,3.0,0
2.0,2.0,2016.0,7.0,28.0,1.0,12.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1997.0,1.0,1.0,3.0,3.0,0
2.0,2.0,2016.0,10.0,43.0,7.0,10.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,8.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,1999.0,1.0,1.0,3.0,3.0,0
2.0,2.0,2014.0,5.0,18.0,5.0,17.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,6.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2004.0,1.0,1.0,2.0,0.0,0
2.0,2.0,2014.0,5.0,18.0,5.0,17.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,9.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,2002.0,1.0,1.0,3.0,3.0,0
1.0,2.0,2016.0,4.0,15.0,6.0,21.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1991.0,9.0,1.0,2.0,3.0,0
1.0,2.0,2014.0,10.0,40.0,2.0,8.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,13.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,6.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2002.0,1.0,1.0,2.0,3.0,0
1.0,2.0,2016.0,11.0,45.0,3.0,11.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,6.5,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2005.0,1.0,1.0,2.0,3.0,0
1.0,2.0,2015.0,8.0,32.0,4.0,16.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,7.5,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1997.0,9.0,2.0,3.0,3.0,0
2.0,1.0,2014.0,7.0,30.0,7.0,21.0,2.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,12.7,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1998.0,1.0,1.0,3.0,3.0,0
2.0,1.0,2014.0,12.0,51.0,3.0,22.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2006.0,1.0,1.0,1.0,0.0,0
2.0,2.0,2015.0,4.0,14.0,6.0,23.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,7.8,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,9.0,1.0,3.0,3.0,0
2.0,2.0,2015.0,6.0,25.0,1.0,4.0,2.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,5.8,2.0,2.0,1.0,0.0,0.0,2.0,1.0,1995.0,1.0,1.0,1.0,3.0,0
2.0,2.0,2014.0,9.0,37.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,26.0,2007.0,1.0,1.0,2.0,3.0,0
2.0,1.0,2016.0,8.0,33.0,2.0,10.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,7.23,1.0,2.0,0.0,0.0,0.0,0.0,26.0,2007.0,1.0,1.0,2.0,3.0,0
1.0,2.0,2015.0,5.0,21.0,3.0,14.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,7.3,2.0,2.0,0.0,1.0,0.0,2.0,21.0,0.0,9.0,1.0,2.0,2.0,0
1.0,2.0,2015.0,7.0,27.0,3.0,18.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,9.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1997.0,1.0,1.0,2.0,3.0,0
1.0,2.0,2014.0,8.0,33.0,2.0,20.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,5.6,2.0,2.0,0.0,0.0,1.0,0.0,21.0,0.0,9.0,1.0,1.0,3.0,0
1.0,2.0,2016.0,3.0,12.0,4.0,19.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,7.3,2.0,2.0,0.0,1.0,0.0,2.0,1.0,1993.0,1.0,1.0,3.0,1.0,0
1.0,2.0,2018.0,11.0,46.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,22.0,1998.0,3.0,1.0,1.0,3.0,0
1.0,2.0,2014.0,12.0,49.0,7.0,19.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,7.3,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2008.0,1.0,2.0,1.0,1.0,0
1.0,2.0,2018.0,6.0,26.0,6.0,11.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,6.5,2.0,2.0,1.0,0.0,0.0,0.0,22.0,2007.0,3.0,1.0,2.0,3.0,0
1.0,2.0,2014.0,10.0,44.0,6.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1992.0,1.0,2.0,1.0,3.0,0
1.0,2.0,2018.0,7.0,29.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,7.4,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1996.0,1.0,1.0,3.0,1.0,0
1.0,1.0,2018.0,9.0,38.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,8.0,2.0,2.0,0.0,1.0,0.0,0.0,23.0,2016.0,9.0,1.0,1.0,3.0,0
1.0,2.0,2018.0,8.0,33.0,6.0,15.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,7.2,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2014.0,1.0,1.0,2.0,0.0,0
1.0,2.0,2015.0,12.0,49.0,7.0,20.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,1997.0,2.0,1.0,3.0,1.0,0
1.0,2.0,2014.0,8.0,34.0,5.0,22.0,2.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,6.8,2.0,2.0,0.0,1.0,0.0,2.0,1.0,2004.0,1.0,1.0,2.0,3.0,0
1.0,2.0,2017.0,4.0,18.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,5.75,2.0,2.0,0.0,1.0,0.0,2.0,26.0,2016.0,1.0,1.0,1.0,1.0,0
1.0,2.0,2018.0,9.0,38.0,2.0,15.0,1.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1996.0,1.0,1.0,2.0,3.0,0
3.0,2.0,2014.0,11.0,48.0,6.0,17.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,12.5,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2002.0,1.0,1.0,2.0,0.0,0
3.0,2.0,2015.0,3.0,11.0,6.0,14.0,1.0,0.0,0.0,5.0,5.0,2.0,1.0,5.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,8.2,2.0,2.0,1.0,0.0,0.0,0.0,6.0,1991.0,1.0,1.0,3.0,3.0,0
3.0,2.0,2015.0,2.0,8.0,4.0,12.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,6.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,8.2,2.0,2.0,0.0,1.0,0.0,0.0,9.0,2012.0,9.0,1.0,2.0,0.0,0
3.0,2.0,2017.0,3.0,10.0,2.0,14.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,7.2,2.0,2.0,1.0,0.0,0.0,0.0,6.0,2001.0,3.0,1.0,2.0,0.0,0
3.0,2.0,2014.0,6.0,24.0,2.0,12.0,1.0,2.0,0.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1995.0,2.0,1.0,2.0,1.0,0
3.0,2.0,2017.0,10.0,43.0,7.0,21.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,1982.0,1.0,1.0,3.0,2.0,0
3.0,2.0,2016.0,6.0,24.0,5.0,11.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,2004.0,1.0,1.0,2.0,0.0,0
3.0,2.0,2016.0,4.0,17.0,7.0,20.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,13.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,8.0,2.0,2.0,0.0,0.0,1.0,0.0,25.0,2002.0,1.0,1.0,2.0,1.0,1
3.0,2.0,2016.0,8.0,31.0,3.0,18.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,6.8,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1997.0,1.0,2.0,2.0,1.0,1
3.0,2.0,2017.0,8.0,35.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2011.0,1.0,1.0,2.0,0.0,0
3.0,1.0,2016.0,6.0,23.0,6.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,15.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2001.0,1.0,1.0,1.0,1.0,0
3.0,2.0,2015.0,9.0,36.0,6.0,21.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,12.3,1.0,2.0,0.0,0.0,0.0,0.0,26.0,2003.0,9.0,1.0,2.0,2.0,0
3.0,2.0,2015.0,2.0,6.0,7.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,8.0,2.0,1.0,0.0,1.0,0.0,0.0,9.0,2004.0,9.0,1.0,2.0,3.0,0
3.0,2.0,2018.0,8.0,31.0,1.0,22.0,2.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,12.0,1.0,2.0,0.0,0.0,0.0,0.0,26.0,2006.0,1.0,1.0,1.0,3.0,0
3.0,2.0,2015.0,3.0,10.0,6.0,21.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,14.4,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2003.0,1.0,1.0,2.0,1.0,1
3.0,2.0,2016.0,10.0,44.0,6.0,20.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,7.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,2002.0,1.0,2.0,2.0,1.0,1
3.0,2.0,2016.0,9.0,38.0,7.0,6.0,2.0,1.0,0.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,8.8,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2003.0,1.0,1.0,2.0,3.0,0
3.0,2.0,2014.0,2.0,6.0,6.0,20.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,8.5,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,1
3.0,2.0,2014.0,2.0,9.0,6.0,17.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,5.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,9.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,2000.0,1.0,1.0,2.0,0.0,1
3.0,2.0,2018.0,7.0,31.0,2.0,19.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,7.6,2.0,2.0,0.0,1.0,0.0,0.0,26.0,2011.0,1.0,1.0,2.0,3.0,0
3.0,1.0,2016.0,7.0,29.0,1.0,23.0,2.0,1.0,3.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,7.4,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1976.0,9.0,1.0,2.0,2.0,0
3.0,2.0,2018.0,5.0,19.0,1.0,19.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,13.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,8.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,1998.0,1.0,1.0,2.0,0.0,0
3.0,1.0,2015.0,1.0,5.0,6.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,8.0,1.0,2.0,0.0,0.0,0.0,1.0,6.0,2004.0,1.0,1.0,2.0,0.0,1
3.0,1.0,2015.0,9.0,38.0,1.0,13.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,9.0,1.0,2.0,0.0,1
3.0,1.0,2015.0,7.0,30.0,7.0,7.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,8.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1999.0,1.0,1.0,2.0,1.0,0
1.0,2.0,2015.0,2.0,8.0,5.0,9.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,13.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2007.0,1.0,2.0,2.0,3.0,0
1.0,2.0,2016.0,10.0,44.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,8.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2004.0,9.0,2.0,2.0,1.0,0
1.0,2.0,2016.0,10.0,40.0,1.0,20.0,2.0,0.0,0.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,8.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,1990.0,1.0,1.0,3.0,3.0,0
1.0,2.0,2016.0,7.0,28.0,7.0,22.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,5.7,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1993.0,9.0,1.0,2.0,0.0,0
1.0,2.0,2015.0,10.0,41.0,5.0,15.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,5.7,1.0,2.0,0.0,0.0,0.0,0.0,6.0,2008.0,1.0,1.0,2.0,3.0,0
1.0,2.0,2016.0,12.0,49.0,2.0,13.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,8.0,2.0,2.0,0.0,1.0,0.0,0.0,28.0,0.0,9.0,1.0,2.0,0.0,0
1.0,2.0,2018.0,11.0,46.0,1.0,20.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,7.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2006.0,1.0,1.0,2.0,1.0,1
1.0,1.0,2016.0,11.0,45.0,3.0,10.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,8.5,2.0,2.0,0.0,1.0,0.0,0.0,6.0,2006.0,1.0,1.0,2.0,0.0,1
